counts,percent
9,5.357142857142857
8,4.761904761904762
11,6.547619047619048
21,12.5
6,3.571428571428571
6,3.571428571428571
79,47.023809523809526
5,2.976190476190476
12,7.142857142857142
6,3.571428571428571
5,2.976190476190476
